Longitude,Latitude,Museum Name,Rank,Rating,Review Count
-122.3347017,47.5823381,Living Computer Museum,56,4.5,89
-81.0373516,29.1921177,MOAS - Museum of Arts and Sciences,8,4.5,265
-88.9836943,40.5091222,Children's Discovery Museum,1,4.5,104
-90.0648993,29.956039,New Orleans Pharmacy Museum,27,4.5,466
-89.3844752,43.0768232,Madison Children's Museum,1,4.5,216
-88.62884129999999,40.8811555,IL Route 66 Association Hall of Fame & Museum,1,4.5,174
-77.4659738,37.56164649999999,Science Museum of Virginia,15,4.0,269
-74.88872239999999,39.0197999,Naval Air Station Wildwood Aviation Museum,4,4.5,595
-122.6823455,45.5157539,Oregon Historical Society Museum,22,4.5,250
-73.9820338,40.7673947,Museum of Arts and Design,142,4.5,288
-90.1694309,32.3877662,Mississippi Children's Museum,1,4.5,254
-73.9577633,40.7843536,"Cooper Hewitt, Smithsonian Design Museum",98,4.5,280
-122.4337137,47.245401,Museum of Glass,5,4.0,880
-100.0225795,37.7532611,Boot Hill Museum,1,4.5,539
-84.54813999999999,42.731148,R.E. Olds Transportation Museum,5,4.5,92
-80.30036559999999,27.4951776,Navy Seal Museum,1,4.5,687
-81.465459,30.6548171,Amelia Island Museum of History,3,4.5,344
-76.78448159999999,37.2249851,Jamestown Settlement,5,4.5,"2,582"
-77.0528712,42.1426269,The Rockwell Museum,2,4.5,313
-80.60891629999999,36.4980464,The Andy Griffith Museum,4,4.0,487
-86.2619266,41.6746957,Studebaker National Museum,3,4.5,333
-106.4919661,31.762324,The El Paso Holocaust Museum,7,4.5,109
-97.5204289,35.4696942,Oklahoma City Museum of Art,6,4.5,488
-94.6812086,29.4345626,Galveston Island Railroad Museum and Terminal,11,4.0,361
-94.5627254,39.0915663,Negro Leagues Baseball Museum,7,4.5,618
-81.87927119999999,26.6343116,Edison & Ford Winter Estates,1,4.5,"3,385"
-122.4304605,47.2362706,LeMay - America's Car Museum,2,4.5,685
-104.8176325,41.1395177,Wyoming State Museum,1,4.5,263
-74.1715152,40.7429731,Newark Museum,4,4.5,193
-105.0148322,39.7698122,Children's Museum of Denver,1,4.0,349
-73.9239439,40.756296,Museum of the Moving Image,1,4.5,412
-76.7772486,37.2112563,Historic Jamestowne,1,4.5,"3,419"
-97.0861247,31.5072444,Texas Ranger Hall of Fame and Museum,2,4.5,464
-74.0069707,40.7255467,New York City Fire Museum,169,4.5,153
-81.09911799999999,32.0756717,Savannah History Museum,34,4.0,294
-89.0699841,36.4383225,Discovery Park of America,1,5.0,262
-93.2370631,44.9730645,Weisman Art Museum,22,4.5,161
-72.92108,41.315911,Yale Peabody Museum of Natural History,3,4.5,371
-84.2850204,30.4381205,Museum of Florida History,8,4.5,182
-111.928561,33.492443,Western Spirit: Scottsdale's Museum of the West,10,4.5,209
-120.619698,35.6641766,Estrella Warbird Air Museum,8,4.5,115
-101.868625,35.166441,Jack Sisemore Traveland RV Museum,1,5.0,311
-77.731568,39.6370702,Washington County Museum of Fine Arts,1,4.5,95
-83.7464178,42.2818262,Ann Arbor Hands-On Museum,2,4.5,335
-77.580017,43.152852,George Eastman Museum,3,4.5,646
-82.4614941,27.9495766,Glazer Children's Museum,28,4.0,290
-82.5645578,27.382924,Ca d'Zan Mansion,3,4.5,"1,393"
-80.24392110000001,36.0913133,Children's Museum of Winston-Salem,7,4.5,154
-83.5878582,32.5921395,Museum of Aviation,1,4.5,445
-85.7602163,38.2582083,Muhammad Ali Center,9,4.5,669
-71.6834882,42.415491,Museum of Russian Icons,1,5.0,128
-98.4673103,29.4617383,Witte Museum,47,4.0,283
-91.1870131,30.4542701,Louisiana State Museum Baton Rouge,7,4.5,172
-81.090245,31.9521987,Pin Point Heritage Museum,8,5.0,272
-80.0814292,26.3401581,Boca Raton Museum of Art,7,4.0,238
-90.5735734,34.2001179,The Delta Blues Museum,2,4.5,371
-81.6107001,38.3379699,West Virginia State Museum,1,4.5,239
-122.5145406,47.6251241,Bainbridge Island Museum of Art,2,4.5,147
-76.15976409999999,39.9830724,Strasburg Rail Road,3,4.5,"1,449"
-75.45660509999999,39.1186873,Air Mobility Command Museum,1,5.0,515
-81.754843,24.5523542,Fort East Martello Museum,46,4.0,293
-122.0773213,37.4143233,Computer History Museum,1,4.5,510
-86.7955372,33.4916995,Vulcan Park and Museum,5,4.5,768
-121.5117628,38.570316,California Automobile Museum,10,4.5,218
-117.8682052,33.7633562,Bowers Museum of Cultural Art,1,4.5,255
-104.822827,38.830359,Colorado Springs Pioneers Museum,16,4.5,232
-97.114691,31.5521217,Mayborn Museum Complex,6,4.5,203
-90.0639198,29.9598325,New Orleans Historic Voodoo Museum,80,3.5,346
-71.80200409999999,42.2730028,Worcester Art Museum,1,4.5,396
-80.93367529999999,26.7542312,Ah-Tah-Thi-Ki Museum,2,4.5,99
-71.0976585,42.3622747,MIT Museum,8,4.0,423
-77.0176188,38.8977516,National Building Museum,71,4.0,460
-81.3149153,29.8975126,Potter's Wax Museum,30,4.0,417
-88.04516129999999,30.6883628,Mobile Carnival Museum,3,4.5,295
-105.5940158,36.4442256,Millicent Rogers Museum,2,4.5,507
-76.70436339999999,37.2697548,Abby Aldrich Rockefeller Folk Art Museum,7,4.5,462
-81.9605413,33.4747689,Augusta Museum of History,1,4.5,167
-97.7688358,30.2915328,Texas Military Forces Museum,32,4.5,129
-111.0549869,45.6592621,American Computer Museum,3,5.0,144
-80.0847758,26.9501599,Jupiter Inlet Lighthouse & Museum,2,4.5,645
-77.0229535,38.8912958,Museum Hack DC,7,5.0,225
-80.3668989,27.649836,Vero Beach Museum of Art,3,4.5,305
-73.9772827,40.7858772,Children's Museum of Manhattan,219,4.0,171
-80.13245979999999,25.7809298,The Wolfsonian - Florida International University,15,4.5,438
-70.9231554,41.6352461,New Bedford Whaling Museum,1,5.0,446
-78.17991090000001,39.1854278,Museum of the Shenandoah Valley,2,4.5,320
-74.0326271,41.4939002,Motorcyclepedia Museum,1,5.0,97
-77.4259749,37.532282,Edgar Allan Poe Museum,16,4.0,270
-82.46107510000002,27.9499783,Tampa Museum of Art,40,3.5,233
-73.9815265,40.7492094,The Morgan Library & Museum,1,4.5,"1,117"
-112.0379216,43.4905269,Museum of Idaho,2,4.5,176
-119.8135266,39.5254004,Nevada Museum of Art,12,4.5,209
-105.9391481,35.68827830000001,New Mexico Museum of Art,17,4.5,396
-90.16026490000002,32.3233785,Mississippi Museum of Natural Science,3,4.5,199
-99.1365395,30.02586759999999,The Museum of Western Art,1,4.5,222
-94.585032,39.0463201,Kemper Museum of Contemporary Art,30,4.5,217
-81.715889,25.933301,Marco Island Historical Museum,8,4.5,213
-88.038754,30.7058829,History Museum of Mobile,5,4.5,181
-98.4841169,29.4261947,San Antonio Fire Museum,34,4.5,152
-94.808398,39.7761724,Glore Psychiatric Museum,3,4.5,161
-117.024693,34.904829,Route 66 Mother Road Museum,1,4.5,128
-76.70436339999999,37.2697548,DeWitt Wallace Decorative Arts Museum,9,4.5,403
-90.2844179,38.6361241,Forest Park,6,5.0,"1,715"
-95.398525,29.737593,The Menil Collection,9,4.5,599
-98.9870797,35.5059995,Oklahoma Route 66 Museum,1,4.5,236
-73.9603267,40.781264,Neue Galerie,64,4.5,940
-80.1484407,25.783312,Jewish Museum of Florida - FIU,12,4.5,387
-73.9571318,40.7854597,The Jewish Museum,108,4.5,274
-73.93290499999999,41.77043,Franklin D. Roosevelt Presidential Library and Museum,1,5.0,905
-117.3170409,33.1272597,Museum of Making Music,5,4.5,224
-78.6361093,35.77872869999999,Marbles Kids Museum,4,4.5,738
-87.92585849999999,43.0410574,Chudnow Museum of Yesteryear,12,5.0,193
-118.8198082,34.2598671,Ronald Reagan Presidential Library and Museum,1,5.0,"1,964"
-97.9219973,38.065552,Cosmosphere,2,4.5,427
-84.7961509,34.1683649,Booth Western Art Museum,1,5.0,349
-119.018899,35.394332,Kern County Museum,1,4.5,173
-119.7039262,34.4234706,Santa Barbara Museum of Art,17,4.5,302
-69.109788,44.1034338,Farnsworth Art Museum,1,4.5,561
-70.50038839999999,41.7586711,Sandwich Glass Museum,3,4.5,475
-106.833797,40.487263,Tread of Pioneers Museum,10,4.5,88
-99.6467237,35.2887441,National Route 66 Museum,1,4.5,223
-70.6618967,42.6139856,Cape Ann Museum,8,4.5,111
-75.7042803,35.2062626,Graveyard of the Atlantic Museum,4,4.0,326
-101.9156889,34.9798287,Panhandle-Plains Historical Museum,2,5.0,324
-94.0145391,41.3334236,John Wayne Birthplace & Museum,3,4.0,221
-110.6973571,35.0241873,Meteor Crater,2,4.0,"2,026"
-81.6598171,30.3188771,Museum of Science and History,20,4.0,320
-88.8590662,30.3937083,Maritime and Seafood Industry Museum,15,4.5,93
-87.62107069999999,41.8972116,Museum of Contemporary Art,64,4.0,567
-91.1030558,30.4054836,LSU Rural Life Museum,6,4.5,241
-110.748,43.5209,National Museum of Wildlife Art,1,4.5,"1,158"
-147.718472,64.860756,Fountainhead Antique Auto Museum,1,5.0,614
-93.2400457,36.61985780000001,Ralph Foster Museum,2,4.5,240
-112.47403,34.541476,Sharlot Hall Museum,3,4.5,411
-84.9583701,46.76995489999999,Great Lakes Shipwreck Museum,2,4.5,551
-122.3319748,47.5993706,Klondike Gold Rush National Historical Park,22,4.5,618
-76.66620499999999,34.717859,North Carolina Maritime Museum,1,4.5,542
-70.75307579999999,43.0750917,Strawbery Banke Museum,1,4.5,706
-84.502652,39.1021969,Taft Museum of Art,16,4.5,248
-119.6937365,34.4041086,Santa Barbara Maritime Museum,19,4.5,157
-98.3968589,34.6160758,Museum of the Great Plains,1,4.5,149
-112.7361415,46.3919927,Old Montana Prison Complex,1,4.5,166
-87.63300699999999,41.8784758,Money Museum at the Federal Reserve Bank,39,4.5,225
-73.2152724,42.707921,The Clark Art Institute,1,4.5,881
-106.4496296,31.9030653,National Border Patrol Museum,9,4.5,128
-106.6658269,35.09816,New Mexico Museum of Natural History and Science,9,4.5,590
-76.47949059999999,37.0699397,Virginia Living Museum,2,4.5,487
-96.7895574,32.8695051,Museum of Biblical Art,42,4.5,123
-82.8645623,41.50873,Liberty Aviation Museum,2,4.5,137
-117.1474595,32.7321106,San Diego Natural History Museum,75,4.0,302
-73.2536705,42.44732,Berkshire Museum,4,4.0,171
-85.5872286,42.2917069,Kalamazoo Valley Museum,1,4.5,182
-73.9977552,40.740088,Rubin Museum of Art,82,4.5,232
-86.738017,33.563503,Southern Museum of Flight,15,4.5,121
-81.0353293,34.0052907,Columbia Museum of Art,9,4.5,172
-73.6229319,41.0198569,Bruce Museum,1,4.5,119
-117.2945325,34.1255224,Original McDonald's Site and Museum,2,4.0,130
-155.27678,19.30149,Thomas A. Jaggar Museum,1,4.5,"1,145"
-123.808443,39.4025731,Sea Glass Museum,5,4.0,182
-96.1094348,36.6633463,Woolaroc Museum & Wildlife Preserve,1,5.0,334
-97.3690098,32.7478552,Amon Carter Museum of American Art,4,5.0,386
-83.738289,42.276802,University of Michigan Museum of Art,9,4.5,157
-77.05245699999999,38.94349,Hillwood Museum & Gardens,19,5.0,858
-108.5647351,39.0656489,Museum of the West,7,4.0,67
-72.9306219,41.3083421,Yale University Art Gallery,1,5.0,585
-87.38324,44.830201,Door County Maritime Museum,4,4.5,247
-75.1273064,40.3078973,Mercer Museum,1,4.5,319
-81.1015065,32.0754846,Georgia State Railroad Museum,29,4.0,450
-76.1287629,39.983502,Railroad Museum of Pennsylvania,2,4.5,667
-84.77060039999999,34.2418518,Tellus Science Museum,2,4.5,391
-115.1746632,36.1300816,"Erotic Heritage Museum, Las Vegas",174,4.0,96
-106.5111477,31.8210381,El Paso Museum of Art,8,4.5,136
-77.0262205,38.8884795,Hirshhorn Museum and Sculpture Garden,61,4.0,524
-84.35435389999999,33.5216625,Road To Tara Museum,2,4.0,127
-134.4158216,58.30017789999999,Alaska State Museum,13,4.5,257
-111.7609896,34.8697395,Sedona Heritage Museum,37,4.5,105
-95.4721932,44.2240081,Laura Ingalls Wilder Museum,1,4.5,88
-73.8046653,43.0570281,The Saratoga Automobile Museum,6,4.5,185
-82.6318653,27.7770144,Chihuly Collection,3,4.5,"1,335"
-80.1320906,25.7832785,World Erotic Art Museum (WEAM),32,4.0,315
-81.365143,28.572697,Orlando Museum of Art,119,4.0,118
-117.2943727,34.5371667,The California Route 66 Museum,1,4.5,136
-77.0263279,38.8976683,Madame Tussauds DC,58,4.0,697
-84.400832,33.781517,Atlanta History Center,9,4.5,929
-104.7080218,38.82688,Peterson Air & Space Museum,22,4.5,92
-84.1619183,30.4865155,Tallahassee Antique Car Museum,3,4.5,334
-77.022893,38.892319,The National Archives Museum,26,4.5,"2,127"
-107.7570994,32.2667615,Deming Luna Mimbres Museum,1,5.0,173
-87.7814355,35.9710726,Loretta Lynn's Ranch,1,4.5,323
-83.5197359,35.713045,Christ in the Smokies Museum & Gardens,9,4.5,436
-71.1141007,42.3740294,Harvard Art Museums,6,4.5,245
-79.9394628,37.2714707,Science Museum of Western Virginia & Hopkins Planetarium,19,4.0,59
-89.39858,43.073745,Chazen Museum of Art,10,4.5,193
-112.066671,33.4486735,Arizona Science Center,15,4.5,607
-112.056824,34.77107,Arizona Copper Art Museum,1,5.0,234
-118.4436674,34.0591217,Hammer Museum,81,4.0,105
-75.140422,39.945752,Independence Seaport Museum,59,4.5,179
-114.8690645,39.2593192,Nevada Northern Railway Museum,1,4.5,223
-78.34503769999999,35.5111406,Ava Gardner Museum,2,4.5,110
-90.1856452,32.296288,Mississippi Museum of Art,6,4.5,101
-69.816313,43.8939885,Maine Maritime Museum,1,4.5,409
-81.4686231,28.4431709,Madame Tussauds Orlando,37,4.5,"1,467"
-79.93165719999999,32.7785154,Gibbes Museum of Art,75,4.0,101
-120.232134,39.3241405,Donner Memorial State Park and Emigrant Trail Museum,1,4.5,302
-90.5763225,41.5207614,Figge Art Museum,1,4.5,177
-73.6417762,40.8082449,Nassau County Museum of Art,1,4.5,84
-87.81324889999999,42.5871099,Civil War Museum,1,4.5,147
-76.6327453,39.2854217,Baltimore and Ohio Railroad Museum,8,4.5,555
-159.3681801,21.9750351,Kauai Museum,8,4.0,320
-94.4235849,39.0980054,Harry S. Truman Library and Museum,1,5.0,896
-86.3350162,43.2287572,USS Silversides Submarine Museum,2,4.5,181
-81.0992466,32.0775533,SCAD Museum of Art,48,4.5,145
-86.4382464,37.0001758,Historic Railpark and Train Museum,6,4.5,145
-80.0695463,26.669274,South Florida Science Center and Aquarium,25,3.5,211
-96.7249635,40.8183385,Museum of American Speed,6,5.0,168
-87.76074419999999,42.0565027,Illinois Holocaust Museum & Education Center,1,4.5,138
-115.1337475,36.1798636,Las Vegas Natural History Museum,142,4.0,140
-73.9798713,44.2794911,Lake Placid Olympic Museum,5,4.0,467
-75.59331619999999,39.8701845,Brandywine River Museum of Art,1,4.5,508
-97.3691391,32.744201,Fort Worth Museum of Science & History,17,4.0,340
-95.7747342,39.0562129,Kansas Museum of History,5,4.5,161
-93.2759441,44.903428,The Museum of Russian Art,15,4.5,237
-90.0528575,35.1487317,Mississippi River Museum at Mud Island,28,4.0,183
-117.1523773,32.7316202,San Diego Museum of Man,88,3.5,240
-81.46483730000001,28.3938417,World of Chocolate Museum and Cafe,9,4.5,517
-72.7014355,41.7670944,The Mark Twain House & Museum,1,4.5,943
-95.89584800000002,36.2064271,Tulsa Air and Space Museum,16,4.0,203
-81.4927013,28.3322404,Museum of Military History,10,4.5,148
-83.5024736,35.7162298,Salt and Pepper Shaker Museum,23,4.5,314
-80.1291437,25.7962783,Bass Museum of Art,44,4.0,171
-118.238563,34.049739,Japanese American National Museum,44,4.5,201
-80.8146518,35.1973289,Mint Museum Randolph,34,4.5,104
-111.0667563,32.2343854,International Wildlife Museum,24,4.5,198
-82.13862999999999,38.842756,Mothman Museum,1,4.5,149
-86.58226239999999,34.6901008,U.S. Veterans Memorial Museum,4,5.0,161
-121.5015785,38.5786754,Old Sacramento,6,4.0,"1,955"
-81.6361041,28.7980285,Mount Dora Museum Of Speed,5,4.5,183
-82.98789719999999,39.9642074,Columbus Museum of Art,16,4.0,299
-80.8474105,35.2246023,Bechtler Museum of Modern Art,35,4.0,173
-85.057484,41.3558172,Auburn Cord Duesenberg Automobile Museum,1,5.0,332
-84.9740651,32.4670934,Columbus Museum,4,4.5,106
-96.3054385,39.2025604,Oz Museum,1,4.5,251
-93.0544025,34.5123029,Gangster Museum of America,18,3.5,363
-110.763716,43.48031599999999,Jackson Hole Museum,24,4.0,102
-78.84343880000002,42.90591810000001,Buffalo Museum of Science,24,4.0,159
-83.5184699,35.7110973,Ripley's Believe It or Not! Odditorium,25,3.5,"1,307"
-118.338087,34.1017297,Hollywood Wax Museum,83,3.5,277
-79.384136,36.643089,Tank Museum,2,4.5,119
-88.0148912,44.5167159,The Children's Museum of Green Bay,11,4.5,68
-95.5842117,30.7367948,Texas Prison Museum,1,4.5,150
-88.38336,35.231918,Buford Pusser Home and Museum,1,4.5,56
-82.7129023,41.453931,Merry-Go-Round Museum,5,4.5,167
-91.3584816,39.7083789,Mark Twain Boyhood Home and Museum,3,4.5,524
-86.509146,30.3959959,Destin History & Fishing Museum,18,4.5,96
-80.620886,24.9310921,History of Diving Museum,4,4.5,544
-121.8900389,37.3336747,San Jose Museum of Art,19,4.0,122
-84.981259,29.7258687,Apalachicola Maritime Museum,4,4.0,143
-122.436551,47.2475429,Tacoma Art Museum,8,4.5,166
-111.9978746,41.11591689999999,Hill Aerospace Museum,1,4.5,436
-87.2110678,30.40865509999999,Historic Pensacola Village,3,4.5,252
-84.9795237,32.446854,National Civil War Naval Museum,3,4.5,310
-88.6799655,34.2599709,Elvis Presley Birthplace & Museum,3,4.5,888
-155.0866838,19.7259442,Pacific Tsunami Museum,16,4.0,352
-74.03883119999999,40.6284964,Ellis Island,45,4.5,"3,883"
-96.8001488,32.7881462,Nasher Sculpture Center,18,4.5,666
-95.3968183,29.772019,Art Car Museum,51,4.0,114
-97.4474679,35.2107414,Fred Jones Jr. Museum of Art,3,4.5,103
-91.791984,43.303922,Vesterheim,2,4.5,120
-89.08899070000001,42.2769363,Discovery Center Museum,2,4.5,219
-90.8510716,32.3436914,U.S.S. Cairo Museum,2,5.0,861
-83.73537309999999,43.31841050000001,Michigan Military and Space Heroes Museum,4,4.5,129
-76.4645915,38.33112120000001,Calvert Marine Museum and Drum Point Lighthouse,1,4.5,259
-93.2879158,36.6464076,World's Largest Toy Museum,31,4.0,410
-117.8721676,33.7126158,Lyon Air Museum,3,4.5,91
-87.29206429999999,30.3500222,Pensacola Naval Air Station,2,5.0,758
-74.87739570000001,41.6966322,The Museum at Bethel Woods,1,4.5,332
-106.6590712,35.1093175,Indian Pueblo Cultural Center,7,4.5,"1,099"
-97.3631054,32.749428,Modern Art Museum of Fort Worth,13,4.5,327
-82.55612459999999,27.3823626,Sarasota Classic Car Museum,21,4.0,309
-104.9867312,39.7358466,History Colorado Center,29,4.0,370
-76.5359251,42.4664684,Museum of the Earth,17,4.5,107
-105.927002,35.662755,Wheelwright Museum of the American Indian,23,4.5,250
-77.23488449999999,39.819678,Gettysburg Heritage Center,13,4.5,246
-119.7144774,34.4412556,Santa Barbara Museum of Natural History,13,4.5,213
-122.4360415,47.2448591,Washington State History Museum,10,4.5,155
-155.0906609,19.7221983,Lyman Museum,22,4.5,161
-94.6812086,29.4345626,The Bryan Museum,22,4.5,90
-75.9513497,40.3273355,Reading Public Museum,4,4.5,157
-83.06042529999999,42.3585991,Charles H. Wright Museum of African American History,18,4.5,166
-73.41335219999999,40.7374485,American Airpower Museum,1,4.5,79
-79.0456797,35.9060511,Ackland Art Museum,7,4.0,93
-83.9272125,35.9520037,McClung Museum of Natural History and Culture,11,4.5,115
-70.66801699999999,41.9591293,Pilgrim Hall Museum,4,4.5,256
-94.8450469,39.7558515,Patee House Museum,1,4.5,286
-117.148621,32.7311102,San Diego Model Railroad Museum,40,4.5,322
-81.3859626,25.8573058,Museum of the Everglades,7,4.5,216
-117.8250765,44.7814282,Baker Heritage Museum,2,4.5,91
-121.9637869,37.3875909,Intel Corp and Museum,1,4.5,158
-84.34405369999999,30.4104707,Tallahassee Museum,1,4.5,464
-93.1960229,43.1494891,Charles H. MacNider Art Museum,4,4.5,56
-80.1564955,26.4289656,Morikami Museum & Japanese Gardens,2,4.5,"1,255"
-82.40065969999999,34.8564339,Greenville County Museum of Art,17,4.0,139
-151.5496343,59.6449979,Pratt Museum,3,4.5,271
-94.8490172,39.7556591,Pony Express Museum,2,4.5,221
-157.8480364,21.2966976,Shangri La,12,4.5,635
-73.8963387,40.95414359999999,Hudson River Museum,3,4.0,77
-72.58634119999999,42.103713,Dr. Seuss National Memorial Sculpture Garden,1,4.5,268
-122.6265719,47.5630814,Puget Sound Navy Museum,2,4.5,139
-86.61294939999999,36.2150124,Andrew Jackson's Hermitage,7,4.5,"3,120"
-81.2883671,29.8854637,St. Augustine Lighthouse & Maritime Museum,5,4.5,"3,937"
-80.17502139999999,27.2143933,Elliott Museum,3,4.0,320
-72.8101887,41.6530611,New Britain Museum of American Art,1,5.0,245
-91.6617761,41.9661675,National Czech & Slovak Museum & Library,1,4.5,204
-81.0975947,32.0810352,Ships of the Sea Maritime Museum,23,4.5,485
-87.907939,43.043808,Grohmann Museum,26,4.5,108
-104.849562,38.79292,Penrose Heritage Museum,14,5.0,87
-73.9617714,41.372526,West Point Museum,2,4.5,278
-122.3507742,47.62148000000001,Seattle Children's Museum,79,4.0,171
-118.2935891,34.1220545,Autry Museum of the American West,33,4.5,399
-101.8369763,33.6534713,Silent Wings Museum,4,5.0,136
-81.6089873,41.5091257,Crawford Auto-Aviation Museum,28,4.5,102
-76.88540809999999,40.2658253,State Museum of Pennsylvania,7,4.5,167
-73.9391699,41.7088243,Mid-Hudson Children's Museum,7,4.0,99
-83.73449120000001,42.2781829,University of Michigan Museum of Natural History,11,4.5,113
-71.30606999999999,41.469672,National Museum of American Illustration,9,4.5,275
-86.77532029999999,36.1629711,George Jones Entertainment Complex,24,4.5,381
-88.0479956,44.4836013,National Railroad Museum,7,4.5,266
-102.0856201,31.97224989999999,The Petroleum Museum,1,4.5,132
-123.0680324,44.0429856,Museum of Natural and Cultural History,16,4.5,56
-70.5890594,43.23379509999999,Ogunquit Museum of American Art,6,4.5,297
-111.9846914,33.4457435,Pueblo Grande Museum,38,4.0,144
-122.322826,47.5980953,Wing Luke Museum of the Asian Pacific American Experience,36,4.5,208
-87.5730801,37.9651168,"Evansville Museum of Arts, History & Science",4,4.5,81
-73.450079,41.398015,Danbury Railway Museum,3,4.5,111
-96.7843746,32.8384039,Meadows Museum,36,4.5,117
-90.0715422,29.9433286,Memorial Hall Confederate Civil War Museum,59,4.0,317
-121.8965421,36.5974529,Monterey Museum of Art - Pacific Street,23,4.5,73
-82.40290809999999,34.8571284,Upcountry History Museum,18,4.5,92
-76.5751166,37.1658444,U.S. Army Transportation Museum,5,4.5,145
-84.6142383,34.0242075,Southern Museum of Civil War and Locomotive History,2,4.5,246
-70.8971852,42.5225642,Witch Dungeon Museum,15,3.5,446
-88.5773023,43.9841552,EAA AirVenture Museum,1,5.0,451
-81.8039759,26.2159892,The Baker Museum,23,4.5,66
-103.6514667,30.361876,Museum of the Big Bend,2,4.5,221
-79.9460287,37.2730479,Virginia Museum of Transportation,3,4.5,401
-78.8693212,42.8789466,Pierce-Arrow Museum,17,4.5,129
-79.1443831,37.413688,Lynchburg Museum,5,4.5,57
-87.62661969999999,41.910275,International Museum of Surgical Science,110,4.0,114
-122.0307963,36.9741171,Santa Cruz Surfing Museum,12,4.5,159
-135.3120788,59.4559757,Skagway Museum and Archives,20,4.5,134
-80.60691320000001,28.4180361,U.S. Air Force Space & Missile Museum,7,4.5,123
-72.5170613,43.6325946,Billings Farm and Museum,1,4.5,383
-73.9384006,40.7667676,Noguchi Museum,3,4.5,114
-77.9510178,34.2416318,Wilmington Railroad Museum,14,4.0,191
-80.2824727,36.1259057,Reynolda House Museum of American Art,1,4.5,367
-82.37258779999999,29.6376004,Samuel P. Harn Museum of Art,8,4.5,168
-123.017193,48.535761,The Whale Museum,5,4.5,497
-82.0770671,29.2064284,Appleton Museum of Art,4,4.5,218
-76.7766709,39.1128276,National Cryptologic Museum,32,4.5,135
-107.5741855,34.7100168,Sky City Cultural Center & Haak'u Museum,1,4.5,715
-87.94309249999999,41.8951594,Lizzadro Museum of Lapidary Art,1,4.5,78
-114.9455793,36.0102091,Clark County Heritage Museum,1,4.5,479
-69.107832,44.102125,Maine Lighthouse Museum,3,4.5,149
-97.3561205,37.6949863,Wichita Art Museum,8,4.5,97
-77.233369,42.398806,Glenn H. Curtiss Museum,1,5.0,353
-93.235701,36.6144666,College of the Ozarks,1,5.0,"1,603"
-76.29884,36.834914,Children's Museum of Virginia,1,4.5,206
-110.9692234,32.21919,Children's Museum Tucson,19,4.5,169
-106.5980385,35.1897989,Anderson-Abruzzo International Balloon Museum,12,4.5,407
-94.8757709,32.3862619,East Texas Oil Museum,1,4.5,137
-111.9797338,41.2207852,Union Station,2,4.5,182
-111.285957,47.51053,C.M. Russell Museum,2,5.0,281
-105.5961457,33.3323326,Hubbard Museum of the American West,1,4.0,73
-87.3750678,44.8351968,Door County Historical Museum,6,4.5,107
-88.4314055,42.5924133,Geneva Lake Museum of History,7,4.5,98
-79.7860742,36.0752261,Greensboro Children's Museum,5,4.5,178
-78.40029899999999,40.5137,Altoona Railroaders Memorial Museum,2,4.5,197
-95.9429105,41.2551212,Omaha Children's Museum,7,4.5,339
-117.1504179,32.732119,San Diego Museum of Art,82,4.0,179
-106.4289415,31.8218893,Fort Bliss and Old Ironsides Museums,10,4.5,101
-95.8515537,41.2583066,Union Pacific Railroad Museum,1,4.5,188
-71.9667669,41.3616716,Mystic Seaport,1,4.5,"2,091"
-94.6520352,38.8835947,Museum at Prairiefire,7,4.0,134
-89.97746149999999,35.1257276,Children's Museum of Memphis,23,4.5,182
-77.3208112,37.5065795,Virginia Aviation Museum,30,4.5,64
-90.463599,38.571459,Museum of Transportation,25,4.0,249
-89.5897437,40.6899554,Riverfront Museum,6,4.0,165
-83.3322759,34.5784404,Currahee Military Museum,2,4.5,99
-93.1162513,34.5146944,Mid-America Science Museum,1,4.5,339
-77.4092991,39.4139408,National Museum of Civil War Medicine,2,4.5,278
-97.5138947,35.2340635,Sam Noble Oklahoma Museum of Natural History,1,4.5,305
-76.2947938,36.8474975,Nauticus National Maritime Center,4,4.5,604
-122.1430195,37.4418834,Cantor Arts Center,2,4.5,319
-77.9841776,42.9783944,Jell-O Gallery Museum,1,4.5,129
-81.7520522,26.2660219,Golisano Children's Museum of Naples,20,4.5,239
-74.0059413,40.7127837,911 Ground Zero Tour,5,5.0,"2,790"
-94.5627254,39.0915663,American Jazz Museum,43,4.0,172
-87.8129352,42.5862081,Kenosha Public Museum,2,4.5,125
-117.1510264,32.7311237,Mingei International Museum,101,4.5,80
-92.0548335,32.511498,Chennault Aviation and Military Museum,2,4.5,81
-85.9652686,37.8836637,Patton Museum of Cavalry and Armor,1,3.5,159
-112.1141286,33.6470227,Martin Auto Museum,43,4.5,58
-98.8719843,30.2752011,Admiral Nimitz State Historic Site,5,4.5,324
-103.5756148,43.9333241,The Museum @ Black Hills Institute,3,4.5,153
-74.9271191,42.7157015,Fenimore Art Museum,2,4.5,438
-96.3200558,41.018047,Strategic Air Command & Aerospace Museum,1,4.5,318
-85.7614706,38.2183115,The Speed Art Museum,27,4.5,86
-89.3864715,43.0750657,Wisconsin Veterans Museum,11,4.5,175
-111.9797338,41.2207852,Utah State Railroad Museum,6,4.5,64
-71.3943127,41.7878199,Culinary Arts Museum,19,4.5,90
-90.3431978,41.5975762,Buffalo Bill Museum,2,4.0,191
